graph,n,m,s,p1n,p1m,p1s,p2n,p2m,p2s,p3n,p3m,p3s,p4n,p4m,p4s,p5n,p5m,p5s,p6n,p6m,p6s,p7n,p7m,p7s,p8n,p8m,p8s,p9n,p9m,p9s,p10n,p10m,p10s,p11n,p11m,p11s,p12n,p12m,p12s,p13n,p13m,p13s,p14n,p14m,p14s,p15n,p15m,p15s,p16n,p16m,p16s,p17n,p17m,p17s,p18n,p18m,p18s,p19n,p19m,p19s,p20n,p20m,p20s,ph1n,ph1m,ph1s,ph2n,ph2m,ph2s,ph3n,ph3m,ph3s,ph4n,ph4m,ph4s,ph5n,ph5m,ph5s,ph6n,ph6m,ph6s,ph7n,ph7m,ph7s,ph8n,ph8m,ph8s,ph9n,ph9m,ph9s,ph10n,ph10m,ph10s,ph11n,ph11m,ph11s,ph12n,ph12m,ph12s,ph13n,ph13m,ph13s,ph14n,ph14m,ph14s,ph15n,ph15m,ph15s,ph16n,ph16m,ph16s,ph17n,ph17m,ph17s,ph18n,ph18m,ph18s,ph19n,ph19m,ph19s,ph20n,ph20m,ph20s,ph21n,ph21m,ph21s,ph22n,ph22m,ph22s,ph23n,ph23m,ph23s,ph24n,ph24m,ph24s,ph25n,ph25m,ph25s,ph26n,ph26m,ph26s,ph27n,ph27m,ph27s,ph28n,ph28m,ph28s,ph29n,ph29m,ph29s,ph30n,ph30m,ph30s,ph31n,ph31m,ph31s,ph32n,ph32m,ph32s,ph33n,ph33m,ph33s,ph34n,ph34m,ph34s,ph35n,ph35m,ph35s,ph36n,ph36m,ph36s,ph37n,ph37m,ph37s,ph38n,ph38m,ph38s,ph39n,ph39m,ph39s,ph40n,ph40m,ph40s,a1n,a1m,a1s,a2n,a2m,a2s,a3n,a3m,a3s,a4n,a4m,a4s,ahF1n,ahF1m,ahF1s,ahF2n,ahF2m,ahF2s,ahF3n,ahF3m,ahF3s,ahF4n,ahF4m,ahF4s,ahF5n,ahF5m,ahF5s,ahF6n,ahF6m,ahF6s,ahF7n,ahF7m,ahF7s,ahF8n,ahF8m,ahF8s,ahF9n,ahF9m,ahF9s,ahF10n,ahF10m,ahF10s,ahF11n,ahF11m,ahF11s,ahF12n,ahF12m,ahF12s,ahF13n,ahF13m,ahF13s,ahF14n,ahF14m,ahF14s,ahF15n,ahF15m,ahF15s,ahF16n,ahF16m,ahF16s,ahF17n,ahF17m,ahF17s,ahF18n,ahF18m,ahF18s,ahF19n,ahF19m,ahF19s,ahF20n,ahF20m,ahF20s,ahFlower1n,ahFlower1m,ahFlower1s,ahFlower2n,ahFlower2m,ahFlower2s,ahFlower3n,ahFlower3m,ahFlower3s,ahFlower4n,ahFlower4m,ahFlower4s,ahFlower5n,ahFlower5m,ahFlower5s,ahFlower6n,ahFlower6m,ahFlower6s,ahFlower7n,ahFlower7m,ahFlower7s,ahFlower8n,ahFlower8m,ahFlower8s,ahFlower9n,ahFlower9m,ahFlower9s,ahFlower10n,ahFlower10m,ahFlower10s,ahFlower11n,ahFlower11m,ahFlower11s,ahFlower12n,ahFlower12m,ahFlower12s,ahFlower13n,ahFlower13m,ahFlower13s,ahFlower14n,ahFlower14m,ahFlower14s,ahFlower15n,ahFlower15m,ahFlower15s,ahFlower16n,ahFlower16m,ahFlower16s,ahFlower17n,ahFlower17m,ahFlower17s,ahFlower18n,ahFlower18m,ahFlower18s,ahFlower19n,ahFlower19m,ahFlower19s,ahFlower20n,ahFlower20m,ahFlower20s,ahEdge1n,ahEdge1m,ahEdge1s,ahEdge2n,ahEdge2m,ahEdge2s,ahEdge3n,ahEdge3m,ahEdge3s,ahEdge4n,ahEdge4m,ahEdge4s,ahEdge5n,ahEdge5m,ahEdge5s,ahEdge6n,ahEdge6m,ahEdge6s,ahEdge7n,ahEdge7m,ahEdge7s,ahEdge8n,ahEdge8m,ahEdge8s,ahEdge9n,ahEdge9m,ahEdge9s,ahEdge10n,ahEdge10m,ahEdge10s,ahEdge11n,ahEdge11m,ahEdge11s,ahEdge12n,ahEdge12m,ahEdge12s,ahEdge13n,ahEdge13m,ahEdge13s,ahEdge14n,ahEdge14m,ahEdge14s,ahEdge15n,ahEdge15m,ahEdge15s,ahEdge16n,ahEdge16m,ahEdge16s,ahEdge17n,ahEdge17m,ahEdge17s,ahEdge18n,ahEdge18m,ahEdge18s,ahEdge19n,ahEdge19m,ahEdge19s,ahEdge20n,ahEdge20m,ahEdge20s,ahDiameter1n,ahDiameter1m,ahDiameter1s,ahDiameter2n,ahDiameter2m,ahDiameter2s,ahDiameter3n,ahDiameter3m,ahDiameter3s,ahDiameter4n,ahDiameter4m,ahDiameter4s,ahDiameter5n,ahDiameter5m,ahDiameter5s,ahDiameter6n,ahDiameter6m,ahDiameter6s,ahDiameter7n,ahDiameter7m,ahDiameter7s,ahDiameter8n,ahDiameter8m,ahDiameter8s,ahDiameter9n,ahDiameter9m,ahDiameter9s,ahDiameter10n,ahDiameter10m,ahDiameter10s,ahDiameter11n,ahDiameter11m,ahDiameter11s,ahDiameter12n,ahDiameter12m,ahDiameter12s,ahDiameter13n,ahDiameter13m,ahDiameter13s,ahDiameter14n,ahDiameter14m,ahDiameter14s,ahDiameter15n,ahDiameter15m,ahDiameter15s,ahDiameter16n,ahDiameter16m,ahDiameter16s,ahDiameter17n,ahDiameter17m,ahDiameter17s,ahDiameter18n,ahDiameter18m,ahDiameter18s,ahDiameter19n,ahDiameter19m,ahDiameter19s,ahDiameter20n,ahDiameter20m,ahDiameter20s,t1n,t1m,t1s,t2n,t2m,t2s,t3n,t3m,t3s,t4n,t4m,t4s,t5n,t5m,t5s,t6n,t6m,t6s,t7n,t7m,t7s,t8n,t8m,t8s,t9n,t9m,t9s,t10n,t10m,t10s,alln,allm,alls,kerneln,kernelm,kernels,combin,combim,combis
PathAntler_F=75_K=5_R=35_A=2_M=2_V1,195,377,0,72,254,0,67,238,1,53,187,4,53,187,4,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,,,,,,,,,,,,,,,,,,,,,,72,254,0,67,238,1,53,187,4,53,187,4,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,254,0,72,254,0,53,187,4,,,,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,72,254,0,67,234,1,67,234,1,56,198,3,48,168,5,61,218,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,254,0,72,254,0,53,187,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,254,0,72,254,0,53,187,4,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,48,168,5,,,,,,,,,,,,,,,,,,,,,,,,,72,254,0,72,254,0,72,254,0,53,187,4,53,187,4,53,187,4,53,187,4,53,187,4,,,,,,,48,168,5,40,152,6,45,168,5
AntlerH_F=75_K=10_R=35_A=6_M=2_V1,204,572,0,101,416,3,89,376,5,89,376,5,89,376,5,89,376,5,89,376,5,89,376,5,89,376,5,89,376,5,89,376,5,89,376,5,89,376,5,89,376,5,89,376,5,,,,,,,,,,,,,,,,,,,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,416,3,89,376,5,84,355,6,,,,101,416,3,101,416,3,89,376,5,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,89,376,5,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,416,3,89,376,5,84,355,6,84,355,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,416,3,89,376,5,101,416,3,89,376,5,101,416,3,89,376,5,89,376,5,101,416,3,101,416,3,92,390,4,83,353,6,101,416,3,57,236,14,101,416,3,83,353,6,89,376,5,79,333,7,,,,,,,,,,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,101,416,3,,,,,,,,,,71,297,9,75,354,6,39,180,17
SingleTreeAntler_F=90_K=5_R=20_A=3_M=2_V1,210,304,0,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,,,,,,,,,,,,,,,,,,,,,,,,,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,53,139,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,139,1,38,91,5,33,75,6,0,0,15,53,139,1,53,139,1,53,139,1,38,91,5,53,139,1,53,139,1,38,91,5,33,75,6,53,139,1,38,91,5,53,139,1,48,122,2,0,0,15,38,91,5,38,91,5,0,0,15,15,32,10,19,41,9,15,32,10,38,91,5,53,139,1,53,139,1,38,91,5,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,,,,,,,,,,,,,,,,,,,,,,53,139,1,38,91,5,33,75,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,139,1,38,91,5,33,75,6,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,53,139,1,53,139,1,38,91,5,38,91,5,38,91,5,0,0,15,,,,,,,,,,,,,0,0,15,33,91,5,0,0,15
PathAntler_F=85_K=9_R=25_A=4_M=2_V2,213,434,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,68,208,7,28,81,16,28,81,16,28,81,16,28,81,16,,,,,,,,,,,,,,,,,,,,,,,,,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,72,222,6,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,28,81,16,102,323,0,102,323,0,102,323,0,,,,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,323,0,102,323,0,102,323,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,102,323,0,,,,,,,,,,28,81,16,92,323,0,0,0,25
PathAntler_F=95_K=5_R=15_A=4_M=2_V2,215,293,0,53,123,1,39,86,4,39,86,4,39,86,4,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,53,123,1,39,86,4,39,86,4,39,86,4,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,53,123,1,39,86,4,0,0,12,0,0,12,53,123,1,39,86,4,53,123,1,53,123,1,53,123,1,33,65,5,53,123,1,0,0,12,14,24,8,0,0,12,0,0,12,0,0,12,28,57,6,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,53,123,1,53,123,1,38,85,4,38,85,4,39,86,4,0,0,12,0,0,12,0,0,12,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,123,1,39,86,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,123,1,39,86,4,30,69,5,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,53,123,1,53,123,1,53,123,1,38,85,4,0,0,12,0,0,12,0,0,12,,,,,,,,,,0,0,12,17,48,6,0,0,12
SingleTreeAntler_F=95_K=6_R=15_A=3_M=2_V1,217,298,0,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,,,,,,,,,,,,,,,,,,,,,,,,,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,35,82,4,20,44,7,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,44,111,2,35,82,4,44,111,2,35,82,4,8,15,10,0,0,13,0,0,13,20,39,8,0,0,13,20,44,7,0,0,13,20,39,8,35,82,4,0,0,13,44,111,2,44,111,2,44,111,2,44,111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,111,2,44,111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,111,2,44,111,2,44,111,2,29,71,5,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,111,2,44,111,2,35,82,4,25,60,6,25,60,6,25,60,6,0,0,13,,,,,,,,,,0,0,13,36,107,2,0,0,13
PathAntler_F=50_K=7_R=60_A=4_M=3_V1,231,818,0,144,731,0,144,731,0,138,705,1,138,705,1,138,705,1,95,487,11,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,,,,,,,,,,,,,,,,144,731,0,144,731,0,138,705,1,138,705,1,138,705,1,95,487,11,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,74,390,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,731,0,144,731,0,138,705,1,,,,144,731,0,144,731,0,144,731,0,116,599,5,116,599,5,116,599,5,116,599,5,116,599,5,123,623,4,116,599,5,116,599,5,116,599,5,116,599,5,116,599,5,116,599,5,116,599,5,116,599,5,116,599,5,116,599,5,110,564,8,144,731,0,144,731,0,144,731,0,144,731,0,144,731,0,144,731,0,144,731,0,136,685,2,123,622,5,144,731,0,144,731,0,144,731,0,144,731,0,144,731,0,,,,,,,,,,,,,,,,,,,144,731,0,144,731,0,144,731,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,731,0,144,731,0,144,731,0,144,731,0,144,731,0,131,679,2,95,496,10,117,599,6,110,574,7,100,521,9,74,390,16,79,416,15,144,731,0,138,705,1,74,390,16,110,574,7,144,731,0,89,465,13,110,574,7,123,623,4,144,731,0,144,731,0,144,731,0,144,731,0,144,731,0,138,705,1,,,,,,,,,,,,,74,390,16,114,627,4,70,389,16
PathAntlerH_F=55_K=12_R=55_A=8_M=3_V1,256,1130,0,200,1074,0,192,1045,1,192,1045,1,192,1045,1,192,1045,1,192,1045,1,192,1045,1,192,1045,1,192,1045,1,192,1045,1,169,933,6,86,477,26,,,,,,,,,,,,,,,,,,,,,,,,,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,137,728,14,137,728,14,137,728,14,137,728,14,137,728,14,137,728,14,137,728,14,137,728,14,137,728,14,137,728,14,137,728,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,1074,0,192,1045,1,192,1045,1,,,,200,1074,0,200,1074,0,200,1074,0,200,1074,0,192,1045,1,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,192,1045,1,192,1045,1,192,1045,1,192,1045,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,200,1074,0,,,,,,,,,,,,,86,477,26,181,1045,1,73,434,28
AntlerH_F=65_K=6_R=45_A=4_M=3_V1,257,670,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,,,,,,,,,,,,,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,522,0,109,522,0,109,522,0,,,,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,522,0,109,522,0,109,522,0,109,522,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,109,522,0,98,477,2,98,477,2,72,337,9,82,377,7,72,353,9,63,296,12,72,353,9,73,334,10,63,296,12,,,,,,,,,,,,,109,522,0,109,522,0,109,522,0,109,522,0,103,495,1,54,254,15,54,254,15,,,,,,,,,,109,522,0,98,506,1,45,198,18
SingleTreeAntler_F=65_K=7_R=45_A=5_M=3_V1,261,696,0,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,,,,,,,,,,,,,,,,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,524,2,121,524,2,109,480,4,,,,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,524,2,121,524,2,109,480,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,524,2,121,524,2,121,524,2,121,524,2,121,524,2,95,412,8,82,363,10,89,391,9,89,391,9,62,260,16,89,391,9,73,306,14,97,407,8,66,280,15,95,412,8,89,370,10,101,456,5,121,524,2,107,478,4,,,,121,524,2,121,524,2,109,480,4,95,412,8,95,412,8,59,244,17,59,244,17,,,,,,,,,,95,412,8,96,478,4,87,413,8
PathAntler_F=70_K=4_R=40_A=3_M=3_V2,262,530,0,66,266,4,55,213,8,55,213,8,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,,,,,,,,,,,,,,,,,,,,,,66,266,4,55,213,8,55,213,8,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,318,2,55,213,8,55,213,8,,,,86,318,2,86,318,2,86,318,2,76,284,4,86,318,2,86,318,2,86,318,2,86,318,2,66,266,4,86,318,2,86,318,2,86,318,2,86,318,2,66,266,4,86,318,2,86,318,2,86,318,2,86,318,2,86,318,2,86,318,2,86,318,2,86,318,2,76,284,4,86,318,2,76,284,4,76,284,4,86,318,2,86,318,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,318,2,55,213,8,55,213,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,318,2,55,213,8,55,213,8,40,165,12,40,165,12,40,165,12,40,165,12,46,188,10,61,237,6,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,40,165,12,,,,,,,,,,,,,86,318,2,76,284,4,61,237,6,61,237,6,61,237,6,61,237,6,61,237,6,,,,,,,,,,40,165,12,52,213,8,40,165,12
AntlerH_F=70_K=5_R=40_A=4_M=3_V2,264,563,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,,,,,,,,,,,,,,,,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,395,0,97,395,0,57,237,9,,,,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,90,372,1,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,97,395,0,82,330,4,57,237,9,57,237,9,57,237,9,57,237,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,395,0,97,395,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,395,0,97,395,0,97,395,0,57,237,9,57,237,9,40,169,14,40,169,14,57,237,9,63,266,7,57,237,9,57,237,9,57,237,9,40,169,14,57,237,9,57,237,9,40,169,14,40,169,14,40,169,14,40,169,14,,,,97,395,0,97,395,0,83,347,2,63,266,7,63,266,7,57,235,9,,,,,,,,,,,,,57,237,9,52,237,9,40,169,14
PathAntlerH_F=60_K=13_R=50_A=7_M=3_V1,269,1098,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,165,779,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,155,741,12,155,741,12,155,741,12,155,741,12,155,741,12,155,741,12,155,741,12,155,741,12,155,741,12,155,741,12,155,741,12,155,741,12,155,741,12,155,741,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,1036,0,207,1036,0,207,1036,0,,,,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,,,,,,,,,,,,,,,,,,,,,,,,,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,,,,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,125,589,19,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,207,1036,0,,,,,,,,,,,,,64,289,33,185,1004,1,62,290,33
